File Name,Molecule,Precursor Adduct,Precursor,Precursor Mz,Total Area,Best Retention Time
Standard2_matrix_neg_15min_10.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,1927,0.68
Standard2_matrix_neg_15min_11.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,333,0.48
Standard2_matrix_neg_15min_12.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,2730,0.67
Standard2_matrix_neg_15min_13.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,2532,0.68
Standard2_matrix_neg_15min_14.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,555,5.96
Standard2_matrix_neg_15min_15.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,2075,0.7
Standard2_matrix_neg_15min_2.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,91256,0.5
Standard2_matrix_neg_15min_3.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,61423,0.49
Standard2_matrix_neg_15min_5.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,12158,0.48
Standard2_matrix_neg_15min_6.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,3832,0.49
Standard2_matrix_neg_15min_8.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,3240,0.68
Standard3_water_neg_15min_10.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,24,0.43
Standard3_water_neg_15min_11.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,4,0.32
Standard3_water_neg_15min_12.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,4,11.94
Standard3_water_neg_15min_13.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,6,13.93
Standard3_water_neg_15min_14.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,9,4.94
Standard3_water_neg_15min_15.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,4,13.65
Standard3_water_neg_15min_16.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,4,0.86
Standard3_water_neg_15min_2.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,70845,0.48
Standard3_water_neg_15min_3.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,27927,0.45
Standard3_water_neg_15min_5.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,8460,0.42
Standard3_water_neg_15min_7.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,1516,0.43
Standard3_water_neg_15min_8.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,396,0.44
Standard3_water_neg_15min_9.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,174,0.44
Standard2_matrix_neg_15min_16.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,2432,0.67
Standard2_matrix_neg_15min_4.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,22543,0.49
Standard2_matrix_neg_15min_7.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,3259,0.9
Standard2_matrix_neg_15min_9.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,2148,0.68
Standard3_water_neg_15min_1.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,135603,0.5
Standard3_water_neg_15min_4.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,12535,0.43
Standard3_water_neg_15min_6.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,3195,0.43
QC_neg_15min.wiff2,1-Methyladenosine,[M-H],280.1051[M-H],280.105128,2291,0.68
QC_pos_15min.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,1046,5.62
Standard3_matrix_pos_15min_1.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,13460463,0.51
Standard3_matrix_pos_15min_10.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,2508,0.72
Standard3_matrix_pos_15min_11.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,2539,5.18
Standard3_matrix_pos_15min_12.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,3480,0.48
Standard3_matrix_pos_15min_14.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,1837,1.06
Standard3_matrix_pos_15min_15.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,1883,5.18
Standard3_matrix_pos_15min_16.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,641,0.48
Standard3_matrix_pos_15min_2.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,5967533,0.5
Standard3_matrix_pos_15min_3.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,2457360,0.49
Standard3_matrix_pos_15min_4.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,960545,0.47
Standard3_matrix_pos_15min_5.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,401523,0.48
Standard3_matrix_pos_15min_6.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,172101,0.48
Standard3_matrix_pos_15min_7.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,71536,0.48
Standard3_matrix_pos_15min_8.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,31276,0.48
Standard3_matrix_pos_15min_9.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,16630,0.48
Standard3_water_pos_15min_1.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,14442312,0.51
Standard3_water_pos_15min_10.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,10327,0.44
Standard3_water_pos_15min_11.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,5833,0.44
Standard3_water_pos_15min_12.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,4912,0.44
Standard3_water_pos_15min_13.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,4182,0.42
Standard3_water_pos_15min_14.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,3014,0.43
Standard3_water_pos_15min_15.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,2580,0.44
Standard3_water_pos_15min_16.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,2424,0.43
Standard3_water_pos_15min_2.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,6964458,0.48
Standard3_water_pos_15min_3.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,3010399,0.46
Standard3_water_pos_15min_4.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,1394146,0.45
Standard3_water_pos_15min_5.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,556496,0.44
Standard3_water_pos_15min_6.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,242070,0.43
Standard3_water_pos_15min_7.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,101550,0.45
Standard3_water_pos_15min_8.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,44494,0.44
Standard3_water_pos_15min_9.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,21177,0.43
Standard3_matrix_pos_15min_13.wiff2,1-Methyladenosine,[M+H],282.1197[M+H],282.11968,3987,5.2
Standard2_matrix_neg_15min_10.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,568,1.57
Standard2_matrix_neg_15min_11.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,156,0.79
Standard2_matrix_neg_15min_12.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,145,1.56
Standard2_matrix_neg_15min_13.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,279,1.48
Standard2_matrix_neg_15min_14.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,311,2.02
Standard2_matrix_neg_15min_15.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,224,0.68
Standard2_matrix_neg_15min_2.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,52622,1.96
Standard2_matrix_neg_15min_3.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,17669,1.96
Standard2_matrix_neg_15min_5.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,140,0.61
Standard2_matrix_neg_15min_6.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,359,1.58
Standard2_matrix_neg_15min_8.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,858,1.46
Standard3_water_neg_15min_10.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,22,1.98
Standard3_water_neg_15min_11.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,7,2.02
Standard3_water_neg_15min_12.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,9,1.95
Standard3_water_neg_15min_13.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,0,1.16
Standard3_water_neg_15min_14.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,6,12.44
Standard3_water_neg_15min_15.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,7,1.96
Standard3_water_neg_15min_16.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,5,10.49
Standard3_water_neg_15min_2.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,80138,1.96
Standard3_water_neg_15min_3.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,40280,1.96
Standard3_water_neg_15min_5.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,11037,1.97
Standard3_water_neg_15min_7.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,2040,1.97
Standard3_water_neg_15min_8.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,630,1.96
Standard3_water_neg_15min_9.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,279,1.96
Standard2_matrix_neg_15min_16.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,227,1.48
Standard2_matrix_neg_15min_4.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,2963,1.96
Standard2_matrix_neg_15min_7.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,433,1.49
Standard2_matrix_neg_15min_9.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,1091,1.61
Standard3_water_neg_15min_1.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,145576,1.97
Standard3_water_neg_15min_4.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,24530,1.95
Standard3_water_neg_15min_6.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,9140,1.96
QC_neg_15min.wiff2,2-Deoxycytidine,[M-H],226.0833[M-H],226.08333,121,0.61
QC_pos_15min.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1124,4.43
Standard3_matrix_pos_15min_1.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1702559,2
Standard3_matrix_pos_15min_10.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,2227,0.66
Standard3_matrix_pos_15min_11.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,2520,1.97
Standard3_matrix_pos_15min_12.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1867,1.98
Standard3_matrix_pos_15min_14.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,2648,2.4
Standard3_matrix_pos_15min_15.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,2034,4.39
Standard3_matrix_pos_15min_16.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1191,4.34
Standard3_matrix_pos_15min_2.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,676483,2
Standard3_matrix_pos_15min_3.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,213815,1.99
Standard3_matrix_pos_15min_4.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,61519,1.98
Standard3_matrix_pos_15min_5.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,24201,1.97
Standard3_matrix_pos_15min_6.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,11684,1.99
Standard3_matrix_pos_15min_7.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,6039,1.99
Standard3_matrix_pos_15min_8.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1155,0.71
Standard3_matrix_pos_15min_9.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,3657,4.33
Standard3_water_pos_15min_1.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1542888,2.01
Standard3_water_pos_15min_10.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1238,5.7
Standard3_water_pos_15min_11.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,897,5.7
Standard3_water_pos_15min_12.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1324,14.53
Standard3_water_pos_15min_13.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1262,5.72
Standard3_water_pos_15min_14.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1235,5.71
Standard3_water_pos_15min_15.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1158,5.7
Standard3_water_pos_15min_16.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,818,5.71
Standard3_water_pos_15min_2.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,629123,2.01
Standard3_water_pos_15min_3.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,216657,1.99
Standard3_water_pos_15min_4.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,81295,1.98
Standard3_water_pos_15min_5.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,23240,1.98
Standard3_water_pos_15min_6.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,7507,1.99
Standard3_water_pos_15min_7.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,3131,1.98
Standard3_water_pos_15min_8.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1809,5.3
Standard3_water_pos_15min_9.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,400,4.15
Standard3_matrix_pos_15min_13.wiff2,2-Deoxycytidine,[M+H],228.0979[M+H],228.097882,1780,1.98
Standard2_matrix_neg_15min_10.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,96,5.26
Standard2_matrix_neg_15min_11.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,158,5.28
Standard2_matrix_neg_15min_12.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,147,5.28
Standard2_matrix_neg_15min_13.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,46,5.28
Standard2_matrix_neg_15min_14.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,376,5.26
Standard2_matrix_neg_15min_15.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,143,5.3
Standard2_matrix_neg_15min_2.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,432,4.46
Standard2_matrix_neg_15min_3.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,110,4.45
Standard2_matrix_neg_15min_5.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,12,0.85
Standard2_matrix_neg_15min_6.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,203,5.29
Standard2_matrix_neg_15min_8.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,103,5.25
Standard3_water_neg_15min_10.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,0,13.09
Standard3_water_neg_15min_11.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,1,12.64
Standard3_water_neg_15min_12.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,1,0.03
Standard3_water_neg_15min_13.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,0,2.64
Standard3_water_neg_15min_14.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,0,0.41
Standard3_water_neg_15min_15.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,0,3.41
Standard3_water_neg_15min_16.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,0,14.29
Standard3_water_neg_15min_2.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,1,9.39
Standard3_water_neg_15min_3.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,0,9.5
Standard3_water_neg_15min_5.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,0,9.35
Standard3_water_neg_15min_7.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,0,9.45
Standard3_water_neg_15min_8.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,1,0.69
Standard3_water_neg_15min_9.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,1,14.49
Standard2_matrix_neg_15min_16.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,292,5.27
Standard2_matrix_neg_15min_4.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,332,5.26
Standard2_matrix_neg_15min_7.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,2,9.49
Standard2_matrix_neg_15min_9.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,153,5.29
Standard3_water_neg_15min_1.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,899,5.28
Standard3_water_neg_15min_4.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,0,9.49
Standard3_water_neg_15min_6.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,0,2.4
QC_neg_15min.wiff2,2-Oxoglutarate,[M-H],145.0142[M-H],145.014247,11,0.64
QC_pos_15min.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,45350,1.77
Standard3_matrix_pos_15min_1.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,79,3.99
Standard3_matrix_pos_15min_10.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,136,0.69
Standard3_matrix_pos_15min_11.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,277,1.73
Standard3_matrix_pos_15min_12.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,267,0.85
Standard3_matrix_pos_15min_14.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,2794,0.7
Standard3_matrix_pos_15min_15.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,29894,1.77
Standard3_matrix_pos_15min_16.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,7934,1.75
Standard3_matrix_pos_15min_2.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,313,2.33
Standard3_matrix_pos_15min_3.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,125,0.71
Standard3_matrix_pos_15min_4.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,258,0.83
Standard3_matrix_pos_15min_5.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,110,0.69
Standard3_matrix_pos_15min_6.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,89,0.71
Standard3_matrix_pos_15min_7.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,638,1.74
Standard3_matrix_pos_15min_8.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,170,0.72
Standard3_matrix_pos_15min_9.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,334,1.77
Standard3_water_pos_15min_1.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,75,4.09
Standard3_water_pos_15min_10.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,0,1.17
Standard3_water_pos_15min_11.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,6,1.51
Standard3_water_pos_15min_12.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,2,12.11
Standard3_water_pos_15min_13.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,4,14.04
Standard3_water_pos_15min_14.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,1,2.11
Standard3_water_pos_15min_15.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,1,9.8
Standard3_water_pos_15min_16.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,1,1.1
Standard3_water_pos_15min_2.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,168,2.25
Standard3_water_pos_15min_3.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,2,6.47
Standard3_water_pos_15min_4.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,4,6.52
Standard3_water_pos_15min_5.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,0,0.72
Standard3_water_pos_15min_6.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,0,9.55
Standard3_water_pos_15min_7.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,7,12.26
Standard3_water_pos_15min_8.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,3,2.15
Standard3_water_pos_15min_9.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,1,0.93
Standard3_matrix_pos_15min_13.wiff2,2-Oxoglutarate,[M+H],147.0288[M+H],147.028799,323,1.73
Standard2_matrix_neg_15min_10.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,1004,0.02
Standard2_matrix_neg_15min_11.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,495,14.13
Standard2_matrix_neg_15min_12.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,493,9.65
Standard2_matrix_neg_15min_13.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,465,13.79
Standard2_matrix_neg_15min_14.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,410,2.35
Standard2_matrix_neg_15min_15.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,351,14.01
Standard2_matrix_neg_15min_2.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,564,0.7
Standard2_matrix_neg_15min_3.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,442,0.7
Standard2_matrix_neg_15min_5.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,793,13.32
Standard2_matrix_neg_15min_6.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,69435,4.14
Standard2_matrix_neg_15min_8.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,140232,5.52
Standard3_water_neg_15min_10.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,187,11.45
Standard3_water_neg_15min_11.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,277,11.06
Standard3_water_neg_15min_12.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,142,0.12
Standard3_water_neg_15min_13.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,22,2.7
Standard3_water_neg_15min_14.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,26,2.29
Standard3_water_neg_15min_15.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,14,1.4
Standard3_water_neg_15min_16.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,11,0.51
Standard3_water_neg_15min_2.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,1295,0.71
Standard3_water_neg_15min_3.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,797,0.71
Standard3_water_neg_15min_5.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,213,0.75
Standard3_water_neg_15min_7.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,346020,5.55
Standard3_water_neg_15min_8.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,16394,5.34
Standard3_water_neg_15min_9.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,963,0.75
Standard2_matrix_neg_15min_16.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,918,0.06
Standard2_matrix_neg_15min_4.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,344,0.71
Standard2_matrix_neg_15min_7.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,47977,10.68
Standard2_matrix_neg_15min_9.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,9177,0.18
Standard3_water_neg_15min_1.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,2333,6.01
Standard3_water_neg_15min_4.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,1208,1
Standard3_water_neg_15min_6.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,53642,11.03
QC_neg_15min.wiff2,3-4-Hydroxyphenylpropionate,[M-H],165.0557[M-H],165.055718,944,11.27
QC_pos_15min.wiff2,3-4-Hydroxyphenylpropionate,[M+H],167.0703[M+H],167.07027,549,4.94
Standard3_matrix_pos_15min_1.wiff2,3-4-Hydroxyphenylpropionate,[M+H],167.0703[M+H],167.07027,1482,1.78
Standard3_matrix_pos_15min_10.wiff2,3-4-Hydroxyphenylpropionate,[M+H],167.0703[M+H],167.07027,256,4.94
Standard3_matrix_pos_15min_11.wiff2,3-4-Hydroxyphenylpropionate,[M+H],167.0703[M+H],167.07027,984,4.95
Standard3_matrix_pos_15min_12.wiff2,3-4-Hydroxyphenylpropionate,[M+H],167.0703[M+H],167.07027,755,4.93
Standard3_matrix_pos_15min_14.wiff2,3-4-Hydroxyphenylpropionate,[M+H],167.0703[M+H],167.07027,874,4.95
Standard3_matrix_pos_15min_15.wiff2,3-4-Hydroxyphenylpropionate,[M+H],167.0703[M+H],167.07027,662,4.91
Standard3_matrix_pos_15min_16.wiff2,3-4-Hydroxyphenylpropionate,[M+H],167.0703[M+H],167.07027,935,4.94
Standard3_matrix_pos_15min_2.wiff2,3-4-Hydroxyphenylpropionate,[M+H],167.0703[M+H],167.07027,860,1.77
Standard3_matrix_pos_15min_3.wiff2,3-4-Hydroxyphenylpropionate,[M+H],167.0703[M+H],167.07027,1279,1.77
Standard3_matrix_pos_15min_4.wiff2,3-4-Hydroxyphenylpropionate,[M+H],167.0703[M+H],167.07027,1046,1.73
Standard3_matrix_pos_15min_5.wiff2,3-4-Hydroxyphenylpropionate,[M+H],167.0703[M+H],167.07027,1006,1.76
