File Name,Molecule,Precursor Adduct,Precursor,Precursor Mz,Total Area,Best Retention Time
Standard2_matrix_neg_15min_5.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,104144,0.46
Standard2_matrix_neg_15min_6.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,97532,0.45
Standard2_matrix_neg_15min_8.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,100786,0.46
Standard3_water_neg_15min_10.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,1010,0.41
Standard3_water_neg_15min_11.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,308,0.44
Standard3_water_neg_15min_12.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,156,0.84
Standard3_water_neg_15min_13.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,187,2.66
Standard3_water_neg_15min_14.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,162,1.38
Standard3_water_neg_15min_15.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,141,11.43
Standard3_water_neg_15min_16.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,140,14.45
Standard3_water_neg_15min_2.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,246015,0.44
Standard3_water_neg_15min_3.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,151387,0.44
Standard3_water_neg_15min_5.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,58535,0.44
Standard3_water_neg_15min_7.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,14046,0.43
Standard3_water_neg_15min_8.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,5242,0.43
Standard3_water_neg_15min_9.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,1536,0.43
Standard2_matrix_neg_15min_16.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,102950,0.45
Standard2_matrix_neg_15min_4.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,134701,0.45
Standard2_matrix_neg_15min_7.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,55397,0.45
Standard2_matrix_neg_15min_9.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,85171,0.45
Standard3_water_neg_15min_1.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,370900,0.48
Standard3_water_neg_15min_4.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,53588,0.44
Standard3_water_neg_15min_6.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,25359,0.44
QC_neg_15min.wiff2,Histidine,[M-H],154.0622[M-H],154.062201,39583,0.45
QC_pos_15min.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,7220,0.45
Standard3_matrix_pos_15min_1.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,602476,0.47
Standard3_matrix_pos_15min_10.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,51603,0.44
Standard3_matrix_pos_15min_11.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,53124,0.45
Standard3_matrix_pos_15min_12.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,48731,0.45
Standard3_matrix_pos_15min_14.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,62909,0.45
Standard3_matrix_pos_15min_15.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,17022,0.45
Standard3_matrix_pos_15min_16.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,17014,0.46
Standard3_matrix_pos_15min_2.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,375235,0.46
Standard3_matrix_pos_15min_3.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,212546,0.46
Standard3_matrix_pos_15min_4.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,109130,0.44
Standard3_matrix_pos_15min_5.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,76553,0.45
Standard3_matrix_pos_15min_6.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,67965,0.45
Standard3_matrix_pos_15min_7.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,59048,0.44
Standard3_matrix_pos_15min_8.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,54017,0.45
Standard3_matrix_pos_15min_9.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,58502,0.45
Standard3_water_pos_15min_1.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,646477,0.47
Standard3_water_pos_15min_10.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,1268,0.41
Standard3_water_pos_15min_11.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,69,13.49
Standard3_water_pos_15min_12.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,81,1.02
Standard3_water_pos_15min_13.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,55,0.01
Standard3_water_pos_15min_14.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,18,11.37
Standard3_water_pos_15min_15.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,54,12.25
Standard3_water_pos_15min_16.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,47,12.72
Standard3_water_pos_15min_2.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,554922,0.44
Standard3_water_pos_15min_3.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,300445,0.43
Standard3_water_pos_15min_4.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,147428,0.42
Standard3_water_pos_15min_5.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,63455,0.43
Standard3_water_pos_15min_6.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,24825,0.41
Standard3_water_pos_15min_7.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,11521,0.42
Standard3_water_pos_15min_8.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,4801,0.45
Standard3_water_pos_15min_9.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,2444,0.41
Standard3_matrix_pos_15min_13.wiff2,Histidine,[M+H],156.0768[M+H],156.076753,55126,0.45
Standard2_matrix_neg_15min_10.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,4025,1.76
Standard2_matrix_neg_15min_11.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,3881,1.75
Standard2_matrix_neg_15min_12.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,4210,1.76
Standard2_matrix_neg_15min_13.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,4170,1.75
Standard2_matrix_neg_15min_14.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,1260,1.89
Standard2_matrix_neg_15min_15.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,21047,13.92
Standard2_matrix_neg_15min_2.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,10461,0.49
Standard2_matrix_neg_15min_3.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,6721,0.48
Standard2_matrix_neg_15min_5.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,3980,1.75
Standard2_matrix_neg_15min_6.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,2146,1.77
Standard2_matrix_neg_15min_8.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,8010,1.79
Standard3_water_neg_15min_10.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,49,13.22
Standard3_water_neg_15min_11.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,100,13.45
Standard3_water_neg_15min_12.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,46,0.04
Standard3_water_neg_15min_13.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,48,12.43
Standard3_water_neg_15min_14.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,50,1.64
Standard3_water_neg_15min_15.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,55,1.87
Standard3_water_neg_15min_16.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,51,14.74
Standard3_water_neg_15min_2.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,8558,0.48
Standard3_water_neg_15min_3.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,3822,0.45
Standard3_water_neg_15min_5.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,1475,0.43
Standard3_water_neg_15min_7.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,88,0.45
Standard3_water_neg_15min_8.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,216,0.45
Standard3_water_neg_15min_9.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,23,0.46
Standard2_matrix_neg_15min_16.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,19477,2.34
Standard2_matrix_neg_15min_4.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,6163,0.49
Standard2_matrix_neg_15min_7.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,9376,10.68
Standard2_matrix_neg_15min_9.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,759,1.69
Standard3_water_neg_15min_1.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,14387,0.5
Standard3_water_neg_15min_4.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,1673,0.44
Standard3_water_neg_15min_6.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,749,1.74
QC_neg_15min.wiff2,Hydrocinnamate,[M-H],149.0608[M-H],149.060804,2889,1.75
QC_pos_15min.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,243,0.69
Standard3_matrix_pos_15min_1.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,198102,0.51
Standard3_matrix_pos_15min_10.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,712,0.51
Standard3_matrix_pos_15min_11.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,3815,1.98
Standard3_matrix_pos_15min_12.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,463,10.92
Standard3_matrix_pos_15min_14.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,854,0.46
Standard3_matrix_pos_15min_15.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,397,0.47
Standard3_matrix_pos_15min_16.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,610,0.46
Standard3_matrix_pos_15min_2.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,71177,0.49
Standard3_matrix_pos_15min_3.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,23173,0.48
Standard3_matrix_pos_15min_4.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,12135,0.47
Standard3_matrix_pos_15min_5.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,6645,0.48
Standard3_matrix_pos_15min_6.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,3855,0.47
Standard3_matrix_pos_15min_7.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,2195,0.48
Standard3_matrix_pos_15min_8.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,1117,0.47
Standard3_matrix_pos_15min_9.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,1146,0.27
Standard3_water_pos_15min_1.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,107554,0.52
Standard3_water_pos_15min_10.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,268,13.21
Standard3_water_pos_15min_11.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,172,0.06
Standard3_water_pos_15min_12.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,1765,0.58
Standard3_water_pos_15min_13.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,3988,8.21
Standard3_water_pos_15min_14.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,1975,2.58
Standard3_water_pos_15min_15.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,227,12.85
Standard3_water_pos_15min_16.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,861,0.01
Standard3_water_pos_15min_2.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,83072,0.48
Standard3_water_pos_15min_3.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,32352,0.46
Standard3_water_pos_15min_4.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,13810,0.44
Standard3_water_pos_15min_5.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,6085,0.44
Standard3_water_pos_15min_6.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,2908,0.44
Standard3_water_pos_15min_7.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,1316,0.45
Standard3_water_pos_15min_8.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,739,0.45
Standard3_water_pos_15min_9.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,3448,2.69
Standard3_matrix_pos_15min_13.wiff2,Hydrocinnamate,[M+H],151.0754[M+H],151.075356,654,0.49
Standard2_matrix_neg_15min_10.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,3257,0.66
Standard2_matrix_neg_15min_11.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,3015,0.66
Standard2_matrix_neg_15min_12.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,3108,0.66
Standard2_matrix_neg_15min_13.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,3249,0.67
Standard2_matrix_neg_15min_14.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,205,4.47
Standard2_matrix_neg_15min_15.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,2771,0.67
Standard2_matrix_neg_15min_2.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,126270,0.66
Standard2_matrix_neg_15min_3.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,118786,0.66
Standard2_matrix_neg_15min_5.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,35730,0.66
Standard2_matrix_neg_15min_6.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,13830,0.67
Standard2_matrix_neg_15min_8.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,6522,0.66
Standard3_water_neg_15min_10.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,584,0.65
Standard3_water_neg_15min_11.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,306,0.66
Standard3_water_neg_15min_12.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,172,0.65
Standard3_water_neg_15min_13.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,62,0.66
Standard3_water_neg_15min_14.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,37,0.65
Standard3_water_neg_15min_15.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,14,0.65
Standard3_water_neg_15min_16.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,14,0.65
Standard3_water_neg_15min_2.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,113005,0.66
Standard3_water_neg_15min_3.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,59272,0.66
Standard3_water_neg_15min_5.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,21256,0.66
Standard3_water_neg_15min_7.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,7134,0.66
Standard3_water_neg_15min_8.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,2582,0.65
Standard3_water_neg_15min_9.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,1305,0.67
Standard2_matrix_neg_15min_16.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,4377,0.67
Standard2_matrix_neg_15min_4.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,48149,0.66
Standard2_matrix_neg_15min_7.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,6794,0.66
Standard2_matrix_neg_15min_9.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,4225,0.66
Standard3_water_neg_15min_1.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,180451,0.67
Standard3_water_neg_15min_4.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,23041,0.67
Standard3_water_neg_15min_6.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,641,0.71
QC_neg_15min.wiff2,Hydroxyproline,[M-H],130.0510[M-H],130.050967,2329,0.67
QC_pos_15min.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,39702,0.74
Standard3_matrix_pos_15min_1.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,307326,0.66
Standard3_matrix_pos_15min_10.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,4986,0.65
Standard3_matrix_pos_15min_11.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,4272,0.66
Standard3_matrix_pos_15min_12.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,4746,0.66
Standard3_matrix_pos_15min_14.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,80662,0.74
Standard3_matrix_pos_15min_15.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,40480,0.76
Standard3_matrix_pos_15min_16.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,32439,0.75
Standard3_matrix_pos_15min_2.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,219531,0.66
Standard3_matrix_pos_15min_3.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,107472,0.66
Standard3_matrix_pos_15min_4.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,49177,0.65
Standard3_matrix_pos_15min_5.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,24582,0.66
Standard3_matrix_pos_15min_6.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,15615,0.66
Standard3_matrix_pos_15min_7.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,9854,0.66
Standard3_matrix_pos_15min_8.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,6447,0.65
Standard3_matrix_pos_15min_9.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,5457,0.66
Standard3_water_pos_15min_1.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,221393,0.66
Standard3_water_pos_15min_10.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,401,0.66
Standard3_water_pos_15min_11.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,197,0.66
Standard3_water_pos_15min_12.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,196,0.65
Standard3_water_pos_15min_13.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,101,0.67
Standard3_water_pos_15min_14.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,519,5.04
Standard3_water_pos_15min_15.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,19,5.56
Standard3_water_pos_15min_16.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,373,5.18
Standard3_water_pos_15min_2.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,186660,0.65
Standard3_water_pos_15min_3.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,98983,0.66
Standard3_water_pos_15min_4.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,55974,0.66
Standard3_water_pos_15min_5.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,25404,0.65
Standard3_water_pos_15min_6.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,9947,0.65
Standard3_water_pos_15min_7.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,4669,0.65
Standard3_water_pos_15min_8.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,2023,0.65
Standard3_water_pos_15min_9.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,1136,0.65
Standard3_matrix_pos_15min_13.wiff2,Hydroxyproline,[M+H],132.0655[M+H],132.065519,3969,0.67
Standard2_matrix_neg_15min_10.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,9083,0.67
Standard2_matrix_neg_15min_11.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,9744,0.67
Standard2_matrix_neg_15min_12.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,10563,0.67
Standard2_matrix_neg_15min_13.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,10311,0.68
Standard2_matrix_neg_15min_14.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,2992,3.99
Standard2_matrix_neg_15min_15.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,8641,0.67
Standard2_matrix_neg_15min_2.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,8230,0.67
Standard2_matrix_neg_15min_3.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,14122,0.66
Standard2_matrix_neg_15min_5.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,60149,0.68
Standard2_matrix_neg_15min_6.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,9690,0.67
Standard2_matrix_neg_15min_8.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,9451,0.65
Standard3_water_neg_15min_10.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,19,13.22
Standard3_water_neg_15min_11.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,208,11.83
Standard3_water_neg_15min_12.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,15,14.85
Standard3_water_neg_15min_13.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,84,2.69
Standard3_water_neg_15min_14.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,13,1.62
Standard3_water_neg_15min_15.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,8,13.38
Standard3_water_neg_15min_16.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,14,14.69
Standard3_water_neg_15min_2.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,2420,0.68
Standard3_water_neg_15min_3.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,1271,0.67
Standard3_water_neg_15min_5.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,390,0.67
Standard3_water_neg_15min_7.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,63,0.68
Standard3_water_neg_15min_8.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,29,12.37
Standard3_water_neg_15min_9.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,50,14.14
Standard2_matrix_neg_15min_16.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,10249,0.68
Standard2_matrix_neg_15min_4.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,14687,0.72
Standard2_matrix_neg_15min_7.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,8839,0.68
Standard2_matrix_neg_15min_9.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,9808,0.67
Standard3_water_neg_15min_1.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,3896,0.69
Standard3_water_neg_15min_4.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,1059,0.89
Standard3_water_neg_15min_6.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,136,1.71
QC_neg_15min.wiff2,Hydroxypropionate/lactate,[M-H],89.0244[M-H],89.024418,7709,0.67
QC_pos_15min.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,28,1.74
Standard3_matrix_pos_15min_1.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,25,1.76
Standard3_matrix_pos_15min_10.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,6,0.69
Standard3_matrix_pos_15min_11.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,8,0.67
Standard3_matrix_pos_15min_12.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,9,0.7
Standard3_matrix_pos_15min_14.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,104,1.76
Standard3_matrix_pos_15min_15.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,125,1.77
Standard3_matrix_pos_15min_16.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,115,8.59
Standard3_matrix_pos_15min_2.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,16,0.66
Standard3_matrix_pos_15min_3.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,19,0.68
Standard3_matrix_pos_15min_4.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,11,0.66
Standard3_matrix_pos_15min_5.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,5,7.94
Standard3_matrix_pos_15min_6.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,8,0.68
Standard3_matrix_pos_15min_7.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,10,0.68
Standard3_matrix_pos_15min_8.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,12,0.68
Standard3_matrix_pos_15min_9.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,9,1.74
Standard3_water_pos_15min_1.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,14,4.74
Standard3_water_pos_15min_10.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,7,8.04
Standard3_water_pos_15min_11.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,7,7.88
Standard3_water_pos_15min_12.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,9,8.66
Standard3_water_pos_15min_13.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,145,9.03
Standard3_water_pos_15min_14.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,7,8
Standard3_water_pos_15min_15.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,6,8.57
Standard3_water_pos_15min_16.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,6,8.69
Standard3_water_pos_15min_2.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,7,0.67
Standard3_water_pos_15min_3.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,9,0.72
Standard3_water_pos_15min_4.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,8,0.72
Standard3_water_pos_15min_5.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,8,9.34
Standard3_water_pos_15min_6.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,5,8.77
Standard3_water_pos_15min_7.wiff2,Hydroxypropionate/lactate,[M+H],91.0390[M+H],91.03897,9,9.48
