File Name,Molecule,Precursor Adduct,Precursor Mz,Total Area,Best Retention Time
Standard2_matrix_neg_13.wiff2,Lithocholate,[M-H],375.290469,3346,3.07
Standard2_matrix_neg_12.wiff2,Lithocholate,[M-H],375.290469,3186,3.07
Standard2_matrix_neg_11.wiff2,Lithocholate,[M-H],375.290469,2119,3.07
QC_neg.wiff2,Lithocholate,[M-H],375.290469,5587,3.08
Standard2_matrix_pos_16.wiff2,Lithocholate,[M+H],377.305021,1671,2.82
Standard3_water_pos_9.wiff2,Lithocholate,[M+H],377.305021,511,3.17
Standard3_water_pos_8.wiff2,Lithocholate,[M+H],377.305021,793,3.04
Standard3_water_pos_7.wiff2,Lithocholate,[M+H],377.305021,679,3.04
Standard3_water_pos_6.wiff2,Lithocholate,[M+H],377.305021,522,3.03
Standard3_water_pos_5.wiff2,Lithocholate,[M+H],377.305021,495,3.04
Standard3_water_pos_4.wiff2,Lithocholate,[M+H],377.305021,582,3.04
Standard3_water_pos_3.wiff2,Lithocholate,[M+H],377.305021,340,3.17
Standard3_water_pos_2.wiff2,Lithocholate,[M+H],377.305021,1019,3.05
Standard3_water_pos_16.wiff2,Lithocholate,[M+H],377.305021,743,3.04
Standard3_water_pos_15.wiff2,Lithocholate,[M+H],377.305021,615,3.17
Standard3_water_pos_14.wiff2,Lithocholate,[M+H],377.305021,943,3.04
Standard3_water_pos_13.wiff2,Lithocholate,[M+H],377.305021,684,3.18
Standard3_water_pos_12.wiff2,Lithocholate,[M+H],377.305021,499,3.18
Standard3_water_pos_11.wiff2,Lithocholate,[M+H],377.305021,1032,3.04
Standard3_water_pos_10.wiff2,Lithocholate,[M+H],377.305021,464,3.18
Standard3_water_pos_1.wiff2,Lithocholate,[M+H],377.305021,1031,3.04
Standard3_matrix_pos_9.wiff2,Lithocholate,[M+H],377.305021,1594,2.81
Standard3_matrix_pos_8.wiff2,Lithocholate,[M+H],377.305021,1638,2.82
Standard3_matrix_pos_7.wiff2,Lithocholate,[M+H],377.305021,1429,2.82
Standard3_matrix_pos_6.wiff2,Lithocholate,[M+H],377.305021,1713,2.82
Standard3_matrix_pos_5.wiff2,Lithocholate,[M+H],377.305021,1736,2.82
Standard3_matrix_pos_4.wiff2,Lithocholate,[M+H],377.305021,1595,2.82
Standard3_matrix_pos_3.wiff2,Lithocholate,[M+H],377.305021,1184,2.81
Standard3_matrix_pos_2.wiff2,Lithocholate,[M+H],377.305021,1097,3
Standard3_matrix_pos_16.wiff2,Lithocholate,[M+H],377.305021,1652,2.82
Standard3_matrix_pos_15.wiff2,Lithocholate,[M+H],377.305021,1427,2.82
Standard3_matrix_pos_14.wiff2,Lithocholate,[M+H],377.305021,1595,2.82
Standard3_matrix_pos_13.wiff2,Lithocholate,[M+H],377.305021,1637,2.81
Standard3_matrix_pos_12.wiff2,Lithocholate,[M+H],377.305021,1471,2.81
Standard3_matrix_pos_11.wiff2,Lithocholate,[M+H],377.305021,1610,2.81
Standard3_matrix_pos_10.wiff2,Lithocholate,[M+H],377.305021,1844,2.82
Standard3_matrix_pos_1.wiff2,Lithocholate,[M+H],377.305021,1102,2.82
Standard2_water_pos_9.wiff2,Lithocholate,[M+H],377.305021,741,3.04
Standard2_water_pos_8.wiff2,Lithocholate,[M+H],377.305021,914,3.04
Standard2_water_pos_7.wiff2,Lithocholate,[M+H],377.305021,839,3.04
Standard2_water_pos_6.wiff2,Lithocholate,[M+H],377.305021,359,3.04
Standard2_water_pos_5.wiff2,Lithocholate,[M+H],377.305021,477,3.18
Standard2_water_pos_4.wiff2,Lithocholate,[M+H],377.305021,880,3.04
Standard2_water_pos_3.wiff2,Lithocholate,[M+H],377.305021,716,3.04
Standard2_water_pos_24.wiff2,Lithocholate,[M+H],377.305021,536,3.04
Standard2_water_pos_23.wiff2,Lithocholate,[M+H],377.305021,459,3.04
Standard2_water_pos_22.wiff2,Lithocholate,[M+H],377.305021,333,3.17
Standard2_water_pos_21.wiff2,Lithocholate,[M+H],377.305021,1215,3.04
Standard2_water_pos_20.wiff2,Lithocholate,[M+H],377.305021,308,3.04
Standard2_water_pos_2.wiff2,Lithocholate,[M+H],377.305021,897,3.04
Standard2_water_pos_19.wiff2,Lithocholate,[M+H],377.305021,383,3.17
Standard2_water_pos_18.wiff2,Lithocholate,[M+H],377.305021,343,3.17
Standard2_water_pos_17.wiff2,Lithocholate,[M+H],377.305021,334,3.18
Standard2_water_pos_16.wiff2,Lithocholate,[M+H],377.305021,1066,3.03
Standard2_water_pos_15.wiff2,Lithocholate,[M+H],377.305021,467,3.04
Standard2_water_pos_14.wiff2,Lithocholate,[M+H],377.305021,816,3.04
Standard2_water_pos_13.wiff2,Lithocholate,[M+H],377.305021,435,3.04
Standard2_water_pos_12.wiff2,Lithocholate,[M+H],377.305021,512,3.04
Standard2_water_pos_11.wiff2,Lithocholate,[M+H],377.305021,937,3.04
Standard2_water_pos_10.wiff2,Lithocholate,[M+H],377.305021,374,3.04
Standard2_water_pos_1.wiff2,Lithocholate,[M+H],377.305021,560,2.88
Standard2_matrix_pos_9.wiff2,Lithocholate,[M+H],377.305021,1503,2.82
Standard2_matrix_pos_8.wiff2,Lithocholate,[M+H],377.305021,1370,2.82
Standard2_matrix_pos_7.wiff2,Lithocholate,[M+H],377.305021,1383,2.82
Standard2_matrix_pos_6.wiff2,Lithocholate,[M+H],377.305021,1529,2.82
Standard2_matrix_pos_5.wiff2,Lithocholate,[M+H],377.305021,1586,2.82
Standard2_matrix_pos_4.wiff2,Lithocholate,[M+H],377.305021,1139,2.82
Standard2_matrix_pos_3.wiff2,Lithocholate,[M+H],377.305021,1077,2.82
Standard2_matrix_pos_24.wiff2,Lithocholate,[M+H],377.305021,1418,2.82
Standard2_matrix_pos_23.wiff2,Lithocholate,[M+H],377.305021,1694,2.82
Standard2_matrix_pos_22.wiff2,Lithocholate,[M+H],377.305021,1411,2.81
Standard2_matrix_pos_21.wiff2,Lithocholate,[M+H],377.305021,1388,2.82
Standard2_matrix_pos_20.wiff2,Lithocholate,[M+H],377.305021,1614,2.81
Standard2_matrix_pos_2.wiff2,Lithocholate,[M+H],377.305021,1168,2.82
Standard2_matrix_pos_19.wiff2,Lithocholate,[M+H],377.305021,683,3.17
Standard2_matrix_pos_18.wiff2,Lithocholate,[M+H],377.305021,1395,2.82
Standard2_matrix_pos_17.wiff2,Lithocholate,[M+H],377.305021,1175,3
Standard2_matrix_pos_15.wiff2,Lithocholate,[M+H],377.305021,1521,2.82
Standard2_matrix_pos_14.wiff2,Lithocholate,[M+H],377.305021,1369,2.82
Standard2_matrix_pos_13.wiff2,Lithocholate,[M+H],377.305021,1449,2.82
Standard2_matrix_pos_12.wiff2,Lithocholate,[M+H],377.305021,1255,2.82
Standard2_matrix_pos_11.wiff2,Lithocholate,[M+H],377.305021,1409,2.82
Standard2_matrix_pos_10.wiff2,Lithocholate,[M+H],377.305021,1466,2.82
Standard2_matrix_pos_1.wiff2,Lithocholate,[M+H],377.305021,1021,3
QC_pos2.wiff2,Lithocholate,[M+H],377.305021,1504,2.81
QC_pos.wiff2,Lithocholate,[M+H],377.305021,1315,2.82
Standard2_water_neg_12.wiff2,Lysine,[M-H],145.098252,213,0.06
Standard2_water_neg_10.wiff2,Lysine,[M-H],145.098252,904,0.06
Standard3_matrix_neg_2.wiff2,Lysine,[M-H],145.098252,25380,0.06
Standard3_water_neg_6.wiff2,Lysine,[M-H],145.098252,1389,0.06
Standard3_water_neg_1.wiff2,Lysine,[M-H],145.098252,25849,0.13
Standard3_matrix_neg_8.wiff2,Lysine,[M-H],145.098252,38635,0.06
Standard3_matrix_neg_11.wiff2,Lysine,[M-H],145.098252,34966,0.06
Standard2_water_neg_9.wiff2,Lysine,[M-H],145.098252,1040,0.06
Standard2_water_neg_8.wiff2,Lysine,[M-H],145.098252,1189,0.05
Standard2_water_neg_24.wiff2,Lysine,[M-H],145.098252,9,0.05
Standard2_water_neg_23.wiff2,Lysine,[M-H],145.098252,17,0.06
Standard2_water_neg_21.wiff2,Lysine,[M-H],145.098252,47,0.06
Standard2_water_neg_19.wiff2,Lysine,[M-H],145.098252,23,0.05
Standard2_water_neg_18.wiff2,Lysine,[M-H],145.098252,67,0.06
Standard2_water_neg_17.wiff2,Lysine,[M-H],145.098252,26,0.06
Standard2_water_neg_16.wiff2,Lysine,[M-H],145.098252,69,0.06
Standard2_water_neg_14.wiff2,Lysine,[M-H],145.098252,148,0.06
Standard2_water_neg_13.wiff2,Lysine,[M-H],145.098252,131,0.05
Standard2_water_neg_11.wiff2,Lysine,[M-H],145.098252,645,0.06
Standard2_matrix_neg_9.wiff2,Lysine,[M-H],145.098252,27663,0.06
Standard2_matrix_neg_8.wiff2,Lysine,[M-H],145.098252,27579,0.06
Standard2_matrix_neg_7.wiff2,Lysine,[M-H],145.098252,29374,0.06
Standard2_matrix_neg_6.wiff2,Lysine,[M-H],145.098252,46360,0.06
Standard2_matrix_neg_5.wiff2,Lysine,[M-H],145.098252,38671,0.05
Standard2_matrix_neg_4.wiff2,Lysine,[M-H],145.098252,4213,0.13
Standard2_matrix_neg_16.wiff2,Lysine,[M-H],145.098252,17641,0.06
Standard2_matrix_neg_15.wiff2,Lysine,[M-H],145.098252,56259,0.06
Standard2_matrix_neg_14.wiff2,Lysine,[M-H],145.098252,28291,0.06
Standard2_matrix_neg_10.wiff2,Lysine,[M-H],145.098252,49598,0.06
Standard3_water_neg_9.wiff2,Lysine,[M-H],145.098252,15,0.06
Standard3_water_neg_8.wiff2,Lysine,[M-H],145.098252,77,0.05
Standard3_water_neg_7.wiff2,Lysine,[M-H],145.098252,344,0.06
Standard3_water_neg_5.wiff2,Lysine,[M-H],145.098252,2648,0.06
Standard3_water_neg_4.wiff2,Lysine,[M-H],145.098252,5181,0.05
Standard3_water_neg_3.wiff2,Lysine,[M-H],145.098252,7679,0.06
Standard3_water_neg_2.wiff2,Lysine,[M-H],145.098252,14941,0.13
Standard3_water_neg_16.wiff2,Lysine,[M-H],145.098252,1,3.18
Standard3_water_neg_15.wiff2,Lysine,[M-H],145.098252,4,0.05
Standard3_water_neg_14.wiff2,Lysine,[M-H],145.098252,2,3.18
Standard3_water_neg_13.wiff2,Lysine,[M-H],145.098252,1,0.05
Standard3_water_neg_12.wiff2,Lysine,[M-H],145.098252,2,3.08
Standard3_water_neg_11.wiff2,Lysine,[M-H],145.098252,1,3.3
Standard3_water_neg_10.wiff2,Lysine,[M-H],145.098252,5,0.06
Standard3_matrix_neg_9.wiff2,Lysine,[M-H],145.098252,36066,0.06
Standard3_matrix_neg_7.wiff2,Lysine,[M-H],145.098252,30928,0.06
Standard3_matrix_neg_6.wiff2,Lysine,[M-H],145.098252,34238,0.06
Standard3_matrix_neg_5.wiff2,Lysine,[M-H],145.098252,31382,0.06
Standard3_matrix_neg_4.wiff2,Lysine,[M-H],145.098252,28099,0.06
Standard3_matrix_neg_3.wiff2,Lysine,[M-H],145.098252,15589,0.06
Standard3_matrix_neg_10.wiff2,Lysine,[M-H],145.098252,34804,0.06
Standard3_matrix_neg_1.wiff2,Lysine,[M-H],145.098252,19761,0.13
Standard2_water_neg_7.wiff2,Lysine,[M-H],145.098252,1887,0.06
Standard2_water_neg_6.wiff2,Lysine,[M-H],145.098252,2409,0.06
Standard2_water_neg_5.wiff2,Lysine,[M-H],145.098252,3021,0.06
Standard2_water_neg_4.wiff2,Lysine,[M-H],145.098252,4569,0.13
Standard2_water_neg_3.wiff2,Lysine,[M-H],145.098252,6323,0.13
Standard2_water_neg_22.wiff2,Lysine,[M-H],145.098252,5,3.2
Standard2_water_neg_20.wiff2,Lysine,[M-H],145.098252,24,0.06
Standard2_water_neg_2.wiff2,Lysine,[M-H],145.098252,9688,0.13
Standard2_water_neg_15.wiff2,Lysine,[M-H],145.098252,112,0.06
Standard2_water_neg_1.wiff2,Lysine,[M-H],145.098252,14996,0.13
Standard2_matrix_neg_3.wiff2,Lysine,[M-H],145.098252,17448,0.06
Standard2_matrix_neg_24.wiff2,Lysine,[M-H],145.098252,28981,0.06
Standard2_matrix_neg_23.wiff2,Lysine,[M-H],145.098252,30217,0.06
Standard2_matrix_neg_22.wiff2,Lysine,[M-H],145.098252,30014,0.06
Standard2_matrix_neg_21.wiff2,Lysine,[M-H],145.098252,30972,0.06
Standard2_matrix_neg_20.wiff2,Lysine,[M-H],145.098252,30628,0.06
Standard2_matrix_neg_2.wiff2,Lysine,[M-H],145.098252,17039,0.06
Standard2_matrix_neg_19.wiff2,Lysine,[M-H],145.098252,27993,0.06
Standard2_matrix_neg_18.wiff2,Lysine,[M-H],145.098252,32160,0.06
Standard2_matrix_neg_17.wiff2,Lysine,[M-H],145.098252,58240,0.06
Standard2_matrix_neg_13.wiff2,Lysine,[M-H],145.098252,28482,0.06
Standard2_matrix_neg_12.wiff2,Lysine,[M-H],145.098252,27728,0.06
Standard2_matrix_neg_11.wiff2,Lysine,[M-H],145.098252,58797,0.06
QC_neg.wiff2,Lysine,[M-H],145.098252,32853,0.06
Standard2_matrix_pos_16.wiff2,Lysine,[M+H],147.112804,26253,0.05
Standard3_water_pos_9.wiff2,Lysine,[M+H],147.112804,151,2.98
Standard3_water_pos_8.wiff2,Lysine,[M+H],147.112804,140,2.87
Standard3_water_pos_7.wiff2,Lysine,[M+H],147.112804,116,2.86
Standard3_water_pos_6.wiff2,Lysine,[M+H],147.112804,283,0.05
Standard3_water_pos_5.wiff2,Lysine,[M+H],147.112804,543,0.06
Standard3_water_pos_4.wiff2,Lysine,[M+H],147.112804,1422,0.05
Standard3_water_pos_3.wiff2,Lysine,[M+H],147.112804,2261,0.06
Standard3_water_pos_2.wiff2,Lysine,[M+H],147.112804,5560,0.06
Standard3_water_pos_16.wiff2,Lysine,[M+H],147.112804,137,2.88
Standard3_water_pos_15.wiff2,Lysine,[M+H],147.112804,176,2.78
Standard3_water_pos_14.wiff2,Lysine,[M+H],147.112804,179,2.87
Standard3_water_pos_13.wiff2,Lysine,[M+H],147.112804,149,2.78
Standard3_water_pos_12.wiff2,Lysine,[M+H],147.112804,129,3
Standard3_water_pos_11.wiff2,Lysine,[M+H],147.112804,206,2.78
Standard3_water_pos_10.wiff2,Lysine,[M+H],147.112804,127,2.78
Standard3_water_pos_1.wiff2,Lysine,[M+H],147.112804,6034,0.05
Standard3_matrix_pos_9.wiff2,Lysine,[M+H],147.112804,27622,0.06
Standard3_matrix_pos_8.wiff2,Lysine,[M+H],147.112804,27157,0.06
Standard3_matrix_pos_7.wiff2,Lysine,[M+H],147.112804,26602,0.05
Standard3_matrix_pos_6.wiff2,Lysine,[M+H],147.112804,25231,0.06
Standard3_matrix_pos_5.wiff2,Lysine,[M+H],147.112804,24262,0.05
Standard3_matrix_pos_4.wiff2,Lysine,[M+H],147.112804,23234,0.06
Standard3_matrix_pos_3.wiff2,Lysine,[M+H],147.112804,23658,0.06
Standard3_matrix_pos_2.wiff2,Lysine,[M+H],147.112804,17074,0.06
Standard3_matrix_pos_16.wiff2,Lysine,[M+H],147.112804,26352,0.06
Standard3_matrix_pos_15.wiff2,Lysine,[M+H],147.112804,26289,0.05
Standard3_matrix_pos_14.wiff2,Lysine,[M+H],147.112804,26247,0.06
Standard3_matrix_pos_13.wiff2,Lysine,[M+H],147.112804,26443,0.06
Standard3_matrix_pos_12.wiff2,Lysine,[M+H],147.112804,28019,0.05
Standard3_matrix_pos_11.wiff2,Lysine,[M+H],147.112804,27187,0.05
Standard3_matrix_pos_10.wiff2,Lysine,[M+H],147.112804,25375,0.07
Standard3_matrix_pos_1.wiff2,Lysine,[M+H],147.112804,13002,0.05
Standard2_water_pos_9.wiff2,Lysine,[M+H],147.112804,208,0.05
Standard2_water_pos_8.wiff2,Lysine,[M+H],147.112804,343,0.05
Standard2_water_pos_7.wiff2,Lysine,[M+H],147.112804,868,0.06
Standard2_water_pos_6.wiff2,Lysine,[M+H],147.112804,1375,0.05
Standard2_water_pos_5.wiff2,Lysine,[M+H],147.112804,2702,0.05
Standard2_water_pos_4.wiff2,Lysine,[M+H],147.112804,3627,0.06
Standard2_water_pos_3.wiff2,Lysine,[M+H],147.112804,4196,0.06
Standard2_water_pos_24.wiff2,Lysine,[M+H],147.112804,162,2.99
Standard2_water_pos_23.wiff2,Lysine,[M+H],147.112804,112,2.84
Standard2_water_pos_22.wiff2,Lysine,[M+H],147.112804,123,2.79
Standard2_water_pos_21.wiff2,Lysine,[M+H],147.112804,155,2.79
Standard2_water_pos_20.wiff2,Lysine,[M+H],147.112804,176,2.87
Standard2_water_pos_2.wiff2,Lysine,[M+H],147.112804,5909,0.06
Standard2_water_pos_19.wiff2,Lysine,[M+H],147.112804,161,2.89
Standard2_water_pos_18.wiff2,Lysine,[M+H],147.112804,126,2.87
Standard2_water_pos_17.wiff2,Lysine,[M+H],147.112804,152,2.79
Standard2_water_pos_16.wiff2,Lysine,[M+H],147.112804,174,2.88
Standard2_water_pos_15.wiff2,Lysine,[M+H],147.112804,182,3.1
Standard2_water_pos_14.wiff2,Lysine,[M+H],147.112804,172,2.95
Standard2_water_pos_13.wiff2,Lysine,[M+H],147.112804,130,2.8
Standard2_water_pos_12.wiff2,Lysine,[M+H],147.112804,158,2.88
Standard2_water_pos_11.wiff2,Lysine,[M+H],147.112804,182,2.91
Standard2_water_pos_10.wiff2,Lysine,[M+H],147.112804,235,0.06
Standard2_water_pos_1.wiff2,Lysine,[M+H],147.112804,4948,0.06
Standard2_matrix_pos_9.wiff2,Lysine,[M+H],147.112804,25910,0.06
Standard2_matrix_pos_8.wiff2,Lysine,[M+H],147.112804,24163,0.06
Standard2_matrix_pos_7.wiff2,Lysine,[M+H],147.112804,23731,0.06
Standard2_matrix_pos_6.wiff2,Lysine,[M+H],147.112804,21695,0.05
Standard2_matrix_pos_5.wiff2,Lysine,[M+H],147.112804,20698,0.05
Standard2_matrix_pos_4.wiff2,Lysine,[M+H],147.112804,18949,0.06
Standard2_matrix_pos_3.wiff2,Lysine,[M+H],147.112804,16283,0.05
Standard2_matrix_pos_24.wiff2,Lysine,[M+H],147.112804,27921,0.06
Standard2_matrix_pos_23.wiff2,Lysine,[M+H],147.112804,25003,0.05
Standard2_matrix_pos_22.wiff2,Lysine,[M+H],147.112804,26041,0.06
Standard2_matrix_pos_21.wiff2,Lysine,[M+H],147.112804,26537,0.06
Standard2_matrix_pos_20.wiff2,Lysine,[M+H],147.112804,26456,0.06
Standard2_matrix_pos_2.wiff2,Lysine,[M+H],147.112804,14694,0.05
Standard2_matrix_pos_19.wiff2,Lysine,[M+H],147.112804,1533,0.06
Standard2_matrix_pos_18.wiff2,Lysine,[M+H],147.112804,24675,0.06
Standard2_matrix_pos_17.wiff2,Lysine,[M+H],147.112804,24420,0.06
Standard2_matrix_pos_15.wiff2,Lysine,[M+H],147.112804,26547,0.06
Standard2_matrix_pos_14.wiff2,Lysine,[M+H],147.112804,28654,0.06
Standard2_matrix_pos_13.wiff2,Lysine,[M+H],147.112804,25420,0.06
Standard2_matrix_pos_12.wiff2,Lysine,[M+H],147.112804,30306,0.06
Standard2_matrix_pos_11.wiff2,Lysine,[M+H],147.112804,27068,0.06
Standard2_matrix_pos_10.wiff2,Lysine,[M+H],147.112804,25709,0.06
Standard2_matrix_pos_1.wiff2,Lysine,[M+H],147.112804,11774,0.05
QC_pos2.wiff2,Lysine,[M+H],147.112804,25819,0.06
QC_pos.wiff2,Lysine,[M+H],147.112804,26727,0.06
Standard2_water_neg_12.wiff2,Malate,[M-H],133.014247,23,1.02
Standard2_water_neg_10.wiff2,Malate,[M-H],133.014247,17,3.38
Standard3_matrix_neg_2.wiff2,Malate,[M-H],133.014247,15433,0.18
Standard3_water_neg_6.wiff2,Malate,[M-H],133.014247,44,1.01
Standard3_water_neg_1.wiff2,Malate,[M-H],133.014247,11355,1.01
Standard3_matrix_neg_8.wiff2,Malate,[M-H],133.014247,5727,0.18
Standard3_matrix_neg_11.wiff2,Malate,[M-H],133.014247,5031,0.18
Standard2_water_neg_9.wiff2,Malate,[M-H],133.014247,111,1.02
Standard2_water_neg_8.wiff2,Malate,[M-H],133.014247,102,1.02
Standard2_water_neg_24.wiff2,Malate,[M-H],133.014247,7,3.35
Standard2_water_neg_23.wiff2,Malate,[M-H],133.014247,8,3.36
Standard2_water_neg_21.wiff2,Malate,[M-H],133.014247,4,1.89
Standard2_water_neg_19.wiff2,Malate,[M-H],133.014247,5,2.22
Standard2_water_neg_18.wiff2,Malate,[M-H],133.014247,6,2.81
Standard2_water_neg_17.wiff2,Malate,[M-H],133.014247,8,1.15
Standard2_water_neg_16.wiff2,Malate,[M-H],133.014247,7,1.02
Standard2_water_neg_14.wiff2,Malate,[M-H],133.014247,3,3.38
Standard2_water_neg_13.wiff2,Malate,[M-H],133.014247,5,3.38
Standard2_water_neg_11.wiff2,Malate,[M-H],133.014247,16,0.18
Standard2_matrix_neg_9.wiff2,Malate,[M-H],133.014247,9021,0.18
Standard2_matrix_neg_8.wiff2,Malate,[M-H],133.014247,7079,0.19
Standard2_matrix_neg_7.wiff2,Malate,[M-H],133.014247,4668,0.18
Standard2_matrix_neg_6.wiff2,Malate,[M-H],133.014247,8525,0.18
Standard2_matrix_neg_5.wiff2,Malate,[M-H],133.014247,7902,0.18
Standard2_matrix_neg_4.wiff2,Malate,[M-H],133.014247,13999,0.18
Standard2_matrix_neg_16.wiff2,Malate,[M-H],133.014247,15077,0.18
Standard2_matrix_neg_15.wiff2,Malate,[M-H],133.014247,10861,0.18
Standard2_matrix_neg_14.wiff2,Malate,[M-H],133.014247,4924,0.18
Standard2_matrix_neg_10.wiff2,Malate,[M-H],133.014247,10136,0.18
Standard3_water_neg_9.wiff2,Malate,[M-H],133.014247,1,3.36
Standard3_water_neg_8.wiff2,Malate,[M-H],133.014247,6,1.02
Standard3_water_neg_7.wiff2,Malate,[M-H],133.014247,18,1.02
Standard3_water_neg_5.wiff2,Malate,[M-H],133.014247,194,0.52
Standard3_water_neg_4.wiff2,Malate,[M-H],133.014247,633,0.52
Standard3_water_neg_3.wiff2,Malate,[M-H],133.014247,2802,1.02
Standard3_water_neg_2.wiff2,Malate,[M-H],133.014247,5544,1.02
Standard3_water_neg_16.wiff2,Malate,[M-H],133.014247,1,1.02
Standard3_water_neg_15.wiff2,Malate,[M-H],133.014247,4,3.11
Standard3_water_neg_14.wiff2,Malate,[M-H],133.014247,2,3.18
Standard3_water_neg_13.wiff2,Malate,[M-H],133.014247,4,1.01
Standard3_water_neg_12.wiff2,Malate,[M-H],133.014247,1,1.98
Standard3_water_neg_11.wiff2,Malate,[M-H],133.014247,5,1.13
Standard3_water_neg_10.wiff2,Malate,[M-H],133.014247,3,1.03
Standard3_matrix_neg_9.wiff2,Malate,[M-H],133.014247,4785,0.18
Standard3_matrix_neg_7.wiff2,Malate,[M-H],133.014247,9537,0.18
Standard3_matrix_neg_6.wiff2,Malate,[M-H],133.014247,4972,0.18
Standard3_matrix_neg_5.wiff2,Malate,[M-H],133.014247,5030,0.18
Standard3_matrix_neg_4.wiff2,Malate,[M-H],133.014247,5047,0.18
Standard3_matrix_neg_3.wiff2,Malate,[M-H],133.014247,12920,0.18
Standard3_matrix_neg_10.wiff2,Malate,[M-H],133.014247,4885,0.18
Standard3_matrix_neg_1.wiff2,Malate,[M-H],133.014247,6265,1.01
Standard2_water_neg_7.wiff2,Malate,[M-H],133.014247,220,1.02
Standard2_water_neg_6.wiff2,Malate,[M-H],133.014247,379,1.03
Standard2_water_neg_5.wiff2,Malate,[M-H],133.014247,847,1.02
Standard2_water_neg_4.wiff2,Malate,[M-H],133.014247,1337,1.02
Standard2_water_neg_3.wiff2,Malate,[M-H],133.014247,1940,1.02
Standard2_water_neg_22.wiff2,Malate,[M-H],133.014247,5,3.42
Standard2_water_neg_20.wiff2,Malate,[M-H],133.014247,5,1.15
Standard2_water_neg_2.wiff2,Malate,[M-H],133.014247,3417,1.02
Standard2_water_neg_15.wiff2,Malate,[M-H],133.014247,19,1.02
Standard2_water_neg_1.wiff2,Malate,[M-H],133.014247,5103,1.01
Standard2_matrix_neg_3.wiff2,Malate,[M-H],133.014247,4457,0.18
Standard2_matrix_neg_24.wiff2,Malate,[M-H],133.014247,4608,0.18
Standard2_matrix_neg_23.wiff2,Malate,[M-H],133.014247,4534,0.18
Standard2_matrix_neg_22.wiff2,Malate,[M-H],133.014247,4516,0.18
Standard2_matrix_neg_21.wiff2,Malate,[M-H],133.014247,4260,0.18
Standard2_matrix_neg_20.wiff2,Malate,[M-H],133.014247,4042,0.18
Standard2_matrix_neg_2.wiff2,Malate,[M-H],133.014247,4410,0.18
Standard2_matrix_neg_19.wiff2,Malate,[M-H],133.014247,4112,0.18
Standard2_matrix_neg_18.wiff2,Malate,[M-H],133.014247,4361,0.18
Standard2_matrix_neg_17.wiff2,Malate,[M-H],133.014247,16222,0.18
Standard2_matrix_neg_13.wiff2,Malate,[M-H],133.014247,5186,0.18
Standard2_matrix_neg_12.wiff2,Malate,[M-H],133.014247,4845,0.18
Standard2_matrix_neg_11.wiff2,Malate,[M-H],133.014247,13464,0.18
QC_neg.wiff2,Malate,[M-H],133.014247,4598,0.18
Standard2_matrix_pos_16.wiff2,Malate,[M+H],135.028799,11826,0.19
Standard3_water_pos_9.wiff2,Malate,[M+H],135.028799,2,1.01
Standard3_water_pos_8.wiff2,Malate,[M+H],135.028799,33,0.56
Standard3_water_pos_7.wiff2,Malate,[M+H],135.028799,178,0.57
Standard3_water_pos_6.wiff2,Malate,[M+H],135.028799,495,0.57
Standard3_water_pos_5.wiff2,Malate,[M+H],135.028799,1380,0.57
Standard3_water_pos_4.wiff2,Malate,[M+H],135.028799,3305,0.57
Standard3_water_pos_3.wiff2,Malate,[M+H],135.028799,7413,0.57
Standard3_water_pos_2.wiff2,Malate,[M+H],135.028799,15634,0.57
Standard3_water_pos_16.wiff2,Malate,[M+H],135.028799,1,2.66
Standard3_water_pos_15.wiff2,Malate,[M+H],135.028799,0,3.32
Standard3_water_pos_14.wiff2,Malate,[M+H],135.028799,0,2.88
Standard3_water_pos_13.wiff2,Malate,[M+H],135.028799,0,2.49
Standard3_water_pos_12.wiff2,Malate,[M+H],135.028799,0,2.67
Standard3_water_pos_11.wiff2,Malate,[M+H],135.028799,0,1.23
Standard3_water_pos_10.wiff2,Malate,[M+H],135.028799,0,3.18
Standard3_water_pos_1.wiff2,Malate,[M+H],135.028799,32674,0.57
Standard3_matrix_pos_9.wiff2,Malate,[M+H],135.028799,11298,0.19
Standard3_matrix_pos_8.wiff2,Malate,[M+H],135.028799,11515,0.19
Standard3_matrix_pos_7.wiff2,Malate,[M+H],135.028799,11504,0.19
Standard3_matrix_pos_6.wiff2,Malate,[M+H],135.028799,10474,0.19
Standard3_matrix_pos_5.wiff2,Malate,[M+H],135.028799,10777,0.19
Standard3_matrix_pos_4.wiff2,Malate,[M+H],135.028799,10980,0.19
Standard3_matrix_pos_3.wiff2,Malate,[M+H],135.028799,12050,0.54
Standard3_matrix_pos_2.wiff2,Malate,[M+H],135.028799,19667,0.55
Standard3_matrix_pos_16.wiff2,Malate,[M+H],135.028799,10888,0.19
Standard3_matrix_pos_15.wiff2,Malate,[M+H],135.028799,11005,0.18
Standard3_matrix_pos_14.wiff2,Malate,[M+H],135.028799,10931,0.19
Standard3_matrix_pos_13.wiff2,Malate,[M+H],135.028799,10855,0.19
Standard3_matrix_pos_12.wiff2,Malate,[M+H],135.028799,10803,0.18
Standard3_matrix_pos_11.wiff2,Malate,[M+H],135.028799,11210,0.19
Standard3_matrix_pos_10.wiff2,Malate,[M+H],135.028799,10513,0.19
Standard3_matrix_pos_1.wiff2,Malate,[M+H],135.028799,35383,0.55
Standard2_water_pos_9.wiff2,Malate,[M+H],135.028799,622,0.58
